Puzzle ID,Puzzle String,Backtracking Time,Backtracking Nodes,Backtracking Backtracks,Backtracking Solved,Forward Checking Time,Forward Checking Nodes,Forward Checking Backtracks,Forward Checking Solved,MRV Time,MRV Nodes,MRV Backtracks,MRV Solved
7960,069000830000000000040702090000040000078309640600000003007000500000504000050128060,3.8941,37847,37792,0,35.6287,7588,11889,0,0.5232,141,91,0
7961,980002054100800009000070000500208060009040200030601007000020000700005006450100082,0.1712,1601,1549,0,2.3043,507,680,0,0.3422,93,43,0
7962,200005309003200000705090480900000030006010700020000008037020801000006500602100007,3.1275,27383,27331,0,17.6640,3704,5683,0,0.2768,92,43,0
7963,100200005070005010009086200062000007005000600900000580007310400020700090400008001,0.1262,1227,1174,0,1.7681,387,488,0,0.4188,112,63,0
7964,104080002090002080000005001035709000200060009000308750700400000040800020800030105,0.0190,194,142,0,0.4603,114,88,0,0.1616,52,0,0
7965,003060500010509020500001003071000050300000002050000730900300004030204090007080300,7.4609,60904,60851,0,51.0955,11603,17337,0,3.3499,888,904,0
7966,900008007001050000000130040700302500062000980005801002030075000000080300400900006,0.4933,4864,4811,0,5.3142,1121,1685,0,0.1775,53,0,0
7967,000476000600109002049000760008703200200050007010000090000528000005000100004000900,0.2344,2154,2100,0,3.7469,754,992,0,0.2423,65,12,0
7968,305004701002300000600000083900807030000050000070106004160000008000001300208600105,0.1776,1635,1583,0,1.9708,427,590,0,0.2976,82,32,0
7969,006000700800090004000618000080403020030000010007000900040030090008040200700201003,0.7337,11772,11717,0,5.2665,2136,3231,0,0.3545,162,126,0
7970,010340900900007300000000284400700000031020690000001005654000000008400003007068040,0.6086,5796,5744,0,4.9139,1011,1539,0,0.3847,101,54,0
7971,060000070380614029009000800000158000500020001000090000800000005050000040400509006,0.2596,2067,2012,0,2.6913,624,853,0,0.2643,70,17,0
7972,007040800000208000085000910000504000008090300004683700750060083800030006003000500,0.2125,2207,2155,0,4.8151,1045,1524,0,4.3735,1065,1122,0
7973,000008100019070080300005040801702000090030020000509607080100004040050290002400000,0.0394,372,320,0,0.5069,123,95,0,0.7123,181,141,0
7974,900000005080405060004000100700308006600050003090000010060000020250807039000603000,0.2405,4736,4682,0,2.6760,1061,1428,0,0.3164,154,109,0
7975,009000200040000010002108500000000000600427003007509100100802004003000600060010020,0.1786,2157,2102,0,2.2825,464,712,0,0.5561,145,101,0
7976,209000708670205093000609000002000100100040007008000900900000001000010000310567089,0.3418,3099,3047,0,1.6673,377,493,0,0.2987,87,39,0
7977,060000000000040708302010900000009540601504809095200000006050103104070000000000080,0.8731,8599,8546,0,10.5347,2296,3124,0,0.1909,56,4,0
7978,005400080300006704000000000700020350010040090036010008000000000107900006020003500,0.4613,4059,4003,0,6.2040,1334,1715,0,1.8098,426,393,0
7979,108005603000060000500300008600090800020804050003020009800001007000080000705600104,0.8513,8331,8278,0,7.1470,1496,2049,0,0.2401,79,28,0
7980,800000005000841000060000070500709003107000204300050007900060001050000020200503009,1.5246,14337,14283,0,23.1626,5087,7337,0,0.2356,68,15,0
7981,000000000305008201800201070007900008094000160100002500020109005601300709000000000,0.4802,6464,6411,0,14.2418,2928,4225,0,0.4809,119,73,0
7982,005089030800630000003000502300000020750000048060000009906000100000093005030170800,0.8488,7910,7857,0,7.7763,1518,2554,0,0.1656,53,0,0
7983,400000010503001800000054000709500000802609503000002908000160000006200107070000009,1.1376,9346,9293,0,5.6479,1266,1808,0,2.3936,602,589,0
7984,010409050500000007000080000002908300640702089000060000060000090907106502005000600,0.7131,6541,6488,0,9.8912,2285,3032,0,1.3375,346,312,0
7985,008003076600040100072060080020004001000609000800500040080050490006090007290400800,0.4887,7360,7309,0,5.3258,2382,3117,0,1.0382,488,465,0
7986,003000500090310680150000003000060040040207060070090000400000056019083020002000900,1.7143,15119,15066,0,10.7318,2196,3174,0,0.3926,102,53,0
7987,000300200003010046020700058058000000100020003000000580740006030310070900002001000,5.5206,48156,48102,0,24.5036,5026,7923,0,3.0061,704,708,0
7988,083020090000800100029300008000098700070000060006740000300006980002005000010030540,0.8594,7148,7095,0,7.1725,1526,2274,0,0.5729,142,96,0
7989,000700610680000070300061000009070005005209300800030900000620009090000046026003000,0.1026,930,877,0,1.2113,271,344,0,0.5356,135,94,0
7990,040070000300205000200080030600009300810000056004100009080030005000604002000090060,0.0294,579,524,0,0.5379,224,269,0,0.1394,84,33,0
7991,300700009070100030009020400000000054005030600820000000004060800030004070100002005,1.7881,17075,17019,0,27.9919,5795,8029,0,1.7530,396,366,0
7992,000000600079006010600280070030805700007030400008401060010048006060100540004000000,0.7541,9524,9472,0,13.0725,2862,4350,0,0.7990,211,177,0
7993,104208000008300407060500100000000800800905004001000000006009080903002700000103602,0.9560,9063,9010,0,7.7562,1554,2473,0,1.8578,427,413,0
7994,040010000060003092000209000074108200900040008008907640000304000490600080000080030,0.4720,3856,3804,0,4.4019,1012,1374,0,0.2725,80,32,0
7995,000090000600010005000536000091000620070923010300000007060000040100040006048702130,0.1232,1108,1056,0,1.8103,442,560,0,0.1897,60,9,0
7996,000965000000080000006207400001020700290000068507000902005801300800000006070000090,1.3620,13644,13590,0,16.1863,3372,4994,0,1.9866,493,473,0
7997,000109400000005009400008010901003600034000290006400105040800002300900000005607000,0.1452,1560,1507,0,2.2049,462,643,0,0.9894,278,238,0
7998,064009200000645090000020003050008070003000800020900060500090000040731000007800430,0.3837,3357,3304,0,3.4569,811,999,0,0.7379,202,157,0
7999,100380000000206019000050600407000508060000030905000401009030000350608000000027004,0.6891,5539,5486,0,3.8308,831,1091,0,0.9094,222,181,0
8000,497000682200000005000060000800000007000709000003050900705206801900574006000000000,31.8283,270054,270000,0,169.5393,35172,54027,0,1.6226,381,352,0
8001,060000050005030000800042009001090080503000106020050700100760003000010200080000060,0.4108,7589,7534,0,6.3877,2589,3458,0,0.2474,123,71,0
8002,700000001000060020360008700004002007090040060200600800003500094010090000900000006,6.4647,58232,58176,0,79.3815,15901,23787,0,29.8879,6539,7431,0
8003,076000830008000900030000040900401003000080000801702509002804600000020000100070008,0.5684,5402,5348,0,5.0614,1125,1519,0,0.6134,152,103,0
8004,030040070100000006900507002690030084000090000020605030800000003060000020052000140,0.3954,3527,3473,0,4.5181,958,1325,0,1.3360,315,284,0
8005,003000700006080400020090030000507000008301200150000064010000080000206000400000009,0.3882,3698,3641,0,2.4856,508,703,0,0.2585,71,16,0
8006,950020004020001059001050800030000000204070901000000070007030400380400060500080032,1.1508,20773,20721,0,8.2975,3154,5192,0,0.1739,101,52,0
8007,109087000520001000007000040003052090000708000060140700070000600000300074000270105,0.1663,1471,1418,0,1.6688,373,471,0,0.3538,94,44,0
8008,000502300040060070600000100000100790007020400081007000008000001020010080004305000,0.6713,6486,6430,0,11.4756,2511,3514,0,3.2681,799,841,0
8009,900020003100809004020305070001902400079040830004000700043080690000000000000703000,0.0625,602,550,0,1.1765,262,315,0,0.1822,53,2,0
8010,800001006000003490000479800060002000200704001000100060004817000026300000300900004,0.5750,4952,4899,0,8.3128,1805,2584,0,0.6479,191,150,0
8011,000845009400006010000000300204000060069403780030000402007000000040200001800157000,1.5110,14367,14314,0,9.4065,2031,2797,0,0.5028,133,85,0
8012,000305000300164009041000320010708030000000000004010800000276000080050010060080090,2.4345,20805,20751,0,17.7081,3633,5500,0,0.2580,71,20,0
8013,600390010080002600005067008570000000002000700000000059400610500009200080060035004,9.1226,78556,78503,0,63.4938,13747,20749,0,0.2294,75,24,0
8014,204000000016300200050069000000007006080020040600100000000970050001003670000000109,0.3790,3346,3290,0,4.9106,1026,1575,0,0.3642,105,56,0
8015,400800026080600700100032000000300040706000905040005000000520004009003060320007008,0.4854,4511,4458,0,5.2163,1143,1688,0,0.1812,53,0,0
8016,000305760004200001000008004010000690503000107089000040900700000100006300056103000,0.3391,3105,3052,0,2.4197,534,648,0,0.7651,182,137,0
8017,040800057800700000057040100000000046005000200910000000003070910000003008280001030,0.1252,2558,2503,0,1.7557,681,963,0,0.4774,212,165,0
8018,000050006070100045001007000100090020900201007050040008000400800430002050200070000,2.0917,19470,19415,0,24.9123,5170,7730,0,3.1604,703,714,0
8019,400000002003000400900401005040020080500080001800704006070030050000206000098000620,6.7053,65199,65145,0,57.1706,11775,19350,0,0.8774,215,174,0
8020,000010000068000190054802670500000001006304200009080700020040010070060040000509000,0.3617,3688,3635,0,3.7039,773,1022,0,0.7015,174,129,0
8021,900400000000020006047310902009800004070000090800001300405093860100050000000008009,3.3437,30680,30627,0,21.1165,4519,6421,0,0.2360,66,14,0
8022,000040000530000100004032750085006000006000500000800490047260800002000041000090000,0.4679,8073,8018,0,2.6279,999,1468,0,0.1889,95,43,0
8023,700508903009000800830000020600207009000040000400105008010000096004000300508603004,1.3986,11714,11662,0,11.6516,2751,3862,0,0.1754,52,0,0
8024,700104003002000900040060050000457000170000084020000070000000000400805001000903000,0.0089,95,38,0,0.2137,57,8,0,0.8065,196,153,0
8025,003006005750002000004500010340000000906030501000000047010007800000200039500600200,10.8037,103877,103823,0,38.6659,7466,12752,0,0.4021,115,67,0
8026,000000000608000204030000060200010008001000700040205090509070302310050046020103070,15.1067,144794,144742,0,59.8940,13388,20230,0,0.7176,187,144,0
8027,001000400060002010208000603010465000000201000000937040403000109070500030006000700,4.8035,42804,42751,0,32.2901,6962,10370,0,2.5551,620,616,0
8028,000204000900000002210967045130080069000195000000000000329000781040000050500000006,0.4940,3991,3939,0,4.2515,932,1217,0,0.7315,187,144,0
8029,002070500300401006040000070000216000026704390000000000060000030009105700001362800,0.9220,8200,8148,0,9.6414,1959,3281,0,0.1744,52,0,0
8030,070000040041000230306000705020905080450000079008040300030598060000010000000263000,0.1465,1530,1479,0,2.0727,453,589,0,0.1726,51,0,0
8031,006200700020100005500000008041003002090000050700800430900000001100002060005004300,1.4727,12973,12918,0,13.5525,2860,4410,0,2.9497,723,716,0
8032,000062000003870500040900070500000480930000027081000009070006090009025700000730000,0.5913,5621,5568,0,8.8296,1860,2590,0,0.9528,229,188,0
8033,040009100050100080701040006970000500000000000003000012100050208080003070007200090,4.6899,75835,75780,0,19.8760,7818,12973,0,0.2970,152,106,0
8034,000400100090000780784500300000206408000050000306801000002003649031000070009005000,0.0105,127,75,0,0.2534,65,28,0,0.1758,52,0,0
8035,000401000080503060401000705090000020000305000600297001050080010700604008800000002,0.0766,771,718,0,0.8995,200,241,0,0.1781,53,0,0
8036,500104007000080000708060301050030040002509700300000002001000500000000000005943600,0.2009,1873,1818,0,2.3613,477,687,0,0.3425,93,44,0
8037,020000000700392000600701004047500030208000706060007140400209008000678005000000020,0.1452,1691,1640,0,1.0748,242,282,0,0.1688,51,0,0
8038,304000800020008014080040003800120009070080050400057008500010040910400080007000501,0.8416,14021,13971,0,9.6621,4163,6036,0,1.0143,520,512,0
8039,010400003080060041004050000900500010100607008060009005000030200430090060500006080,0.1133,1034,981,0,0.9203,218,238,0,0.9306,223,180,0
8040,100040009500020008000507000000050000309000204406902507003090100000308000070000060,0.2231,2172,2117,0,1.5325,355,473,0,1.4514,387,349,0
8041,010000060500000007800000001040907050008030400005204600050309010002806700080000020,43.8735,396003,395949,0,137.3063,29560,44019,0,2.3265,639,647,0
8042,700001002000200300062034500908000010001080400020000809006120970009006000500300008,0.1960,1804,1752,0,2.6394,567,771,0,0.8241,190,153,0
8043,090706010300050006070000040000010000001302800000948000900103007002000500600000003,0.7365,6481,6425,0,7.4038,1527,2290,0,0.2422,64,11,0
8044,080000090400208006000309000800906005030010070100030004005701800008000300010000020,0.1772,1942,1887,0,2.9305,611,868,0,1.2592,324,290,0
8045,001090200020100050300802006008000970400060001019000600900405007040006030003020400,0.4555,3895,3843,0,5.2300,1209,1637,0,1.0860,277,244,0
8046,050930000000004007400607000001000090082050710060000300000705008900800000000026050,2.2531,22721,22665,0,17.6077,3555,5206,0,0.5185,145,93,0
8047,000401000600090005001000200007040500039000480102000709900208001010609020000010000,2.4867,24716,24662,0,42.5346,9329,11971,0,1.6240,442,418,0
8048,031060950000000000090832070050000090780309016000000000008000700003207500140000062,0.9761,8414,8361,0,1.5180,332,417,0,0.4593,128,80,0
8049,000090210030040060007005000300500000040602080000007004000800100050060040029050000,0.4123,7441,7384,0,5.1508,2005,2832,0,0.4724,204,168,0
8050,470600008060008279030007000057020004000506000100070520000700040946200010700004095,0.1198,1060,1011,0,1.0954,258,318,0,0.5364,146,107,0
8051,200070009090804020051000740007621500000345000000000000000908000100000007002030800,0.2253,1759,1704,0,3.1924,711,882,0,0.5912,150,102,0
8052,006000450408500300250080067000030010002106500060050000690020045001005206025000800,0.6511,5762,5713,0,8.7486,1950,2746,0,0.2244,67,20,0
8053,003000240200500003407302801000003000028040390000800000704601509500009008019000700,0.2931,2874,2824,0,3.5410,800,1014,0,0.1699,52,3,0
8054,250604013060000040004000700000030000040708090000905000010203060320050071000801000,1.1901,19958,19905,0,4.8455,1839,2985,0,0.1739,87,37,0
8055,901200000032060090080700010490300100000000000003008054040006020060010840000002305,3.0783,24619,24566,0,15.9532,3387,5556,0,0.9208,229,193,0
8056,000000060390016020002904300046708200030000070005603480009407600080260097060000000,0.2861,3247,3198,0,6.1783,1456,1866,0,0.8073,215,183,0
8057,000100030000025080000800201076049005008000400400630920507002000010780000040006000,0.2892,3188,3135,0,4.0922,884,1184,0,0.1711,53,0,0
8058,300706901004000050000020006000005320060070010095300000400090000080000100102608003,0.1086,906,852,0,1.6920,404,460,0,0.2520,73,20,0
8059,015000280400000001006000900090050070600000003000638000300000004000903000080201060,1.1352,10299,10242,0,11.4448,2370,3557,0,1.0030,251,209,0
8060,200000040930250000806070000370090000002080700000040059000020907000016083080000005,0.7625,6836,6782,0,5.3820,1145,1734,0,0.5425,146,102,0
8061,000748000600000005008000700200604007057080610000000000506000103030852040000030000,2.1439,19664,19609,0,17.0612,3593,4921,0,0.6949,180,132,0
8062,000050400000700503000029080800400005700060004200007001060930000308005000002080000,6.3749,57184,57128,0,64.7252,13871,19219,0,1.7937,468,466,0
8063,070090010001704500800000004904301708600050009000209000006000200000030000209000405,0.8287,6000,5946,0,4.9335,1080,1532,0,1.1219,276,239,0
8064,000030000001904500207000903506000204073090860000040000000050000108000709030107080,1.6023,14986,14933,0,15.4626,3444,4473,0,0.2457,74,22,0
8065,903000401805703206000010000000000000032000950400000008700451009020806010009070800,1.7643,30960,30908,0,3.9379,1635,2433,0,0.1415,79,28,0
8066,040070060000243000090060020700050002080020070000607000002508400850000031600000005,0.4418,3889,3835,0,3.2089,680,932,0,0.5790,162,117,0
8067,000020000970000061016000280000506000150080096000010000607000304080372010020904050,0.7261,7116,7065,0,1.3788,293,422,0,0.3282,101,53,0
8068,000200000950601300000045180000007051605000704470100000027830000009704013000009000,0.6272,6411,6360,0,7.4653,1621,2211,0,0.1729,54,4,0
8069,069100000400060008000500600008600090530080074010005800005002000100070009000001460,0.2923,3162,3108,0,3.2280,676,939,0,1.3982,360,332,0
8070,900000002006020400020003080004801000010040050000709300080400070009010500500000001,1.2317,22051,21995,0,12.2845,4570,7228,0,0.3087,147,103,0
8071,000000020804923000001600540070802150020000080086405030017008300000316205030000000,0.1481,1522,1473,0,1.4737,348,453,0,0.2202,69,22,0
8072,700030002003805900001407500600050007000902000012070480090000060000509000008000100,0.0308,287,233,0,0.5727,140,132,0,0.2857,80,28,0
8073,804000001520000790000807300000400030000961000010005000006308000087000053200000806,0.3607,3185,3131,0,3.0481,660,944,0,0.4589,122,73,0
8074,050007060400000001006002900209634000000201000000789602008900100900000004070300050,0.1294,1162,1109,0,1.4852,320,434,0,0.1846,55,3,0
8075,090008000710650020465000300029060000000805000000020140001000635050036092000500010,4.7971,41742,41691,0,19.4912,4191,6519,0,1.1124,302,275,0
8076,000109304100800067000006500900500000080301090000002006009200000730004001802603000,1.7835,15272,15219,0,19.7925,4207,6272,0,1.2213,303,265,0
8077,900060004108204503000301000000070000205806301809000706090050060000000000702000105,0.0193,186,134,0,0.2042,54,8,0,0.2216,64,13,0
8078,100000706053600090700009050004108030000000000030502900020300008040006210607000009,1.0164,8715,8662,0,2.0520,471,604,0,0.1761,53,0,0
8079,020009001008400000060520000095000012800000003610000870000075090000002300700800050,2.7213,24267,24212,0,23.0672,4883,6870,0,1.4383,346,312,0
8080,001000002000017900730500060008900230005000700042005100010006029003190000200000300,0.7670,6782,6729,0,13.1227,3081,3911,0,0.4910,127,79,0
8081,004720050200006700090503800900001000050000090000200003009402060006100007030067100,1.5543,24800,24747,0,8.3219,3434,5256,0,0.3506,170,126,0
8082,040050000006030980300100005420005000600000004000600012500009003092040700000020040,10.8565,92247,92192,0,44.0950,9347,14228,0,1.2026,294,254,0
8083,000060004000009030010020500041600020002090800050001740009040080060100000300070000,2.0936,20260,20204,0,25.4199,5272,7129,0,1.5215,364,336,0
8084,907000103400000008000912000004208700000000000009501300000060000031804690000070000,0.6861,5978,5922,0,8.2644,1600,2407,0,0.3057,76,24,0
8085,008000290960000040700005006005601000000040000000907300600800009090000021042000500,3.6231,31353,31297,0,19.8316,4078,6018,0,0.5716,149,100,0
8086,009000800030000060410000052093705610800090005000243000104020509070000040000000000,0.1797,3895,3841,0,1.7349,736,905,0,0.6427,330,297,0
8087,000076000070500060006030800400103090105000306090207005009020600050008040000740000,1.5179,16580,16527,0,21.6738,4575,6526,0,0.3903,113,64,0
8088,060000090008040100000000000080000040200897005000402000006901300500030009073080410,43.5613,418126,418071,0,96.7583,25849,39333,0,3.3256,1752,1875,0
8089,600000002030000070070285010000104000002000400500070001060513020010000090020608030,1.4794,13439,13385,0,10.5448,2268,3244,0,0.2226,64,13,0
8090,008376900010000008009000000080004067400607005160500090000000200600000010004915700,0.3042,2859,2806,0,5.6959,1249,1756,0,0.8625,206,171,0
8091,000000074000004510190007030070090060002000800030080050050700083028600000910000000,0.6074,5888,5833,0,11.1053,2317,3257,0,0.6229,168,122,0
8092,300900000504003097000800100070650000908000305000039070007001000130400508000006009,1.7406,15383,15330,0,23.3896,5071,7396,0,2.2254,550,537,0
8093,000008100720061000008000060090480001060070020400093080030000400000630017005800000,2.5771,23310,23256,0,30.8009,6558,9474,0,0.5085,136,89,0
8094,003079400000250000804001507109000050560000034040000906206700309000096000007380600,0.0434,394,345,0,0.5541,138,137,0,0.1961,60,13,0
8095,060374010700080002000000000003000600520040031400000007042507190600020004007060800,5.4540,52958,52906,0,9.8104,2080,3076,0,0.4581,127,83,0
8096,040070020800000006006000800005000200004000100070010040000602000000957000023040690,22.1157,189590,189533,0,70.8401,14512,23095,0,0.4333,118,66,0
8097,000060000031000580000403000000000000004198300069000870000709000080604030740000091,2.2492,40370,40315,0,11.8755,4659,7487,0,0.7331,342,312,0
8098,007000200050000070009040300000000000073000950800050006000000000420907061700206003,35.5288,338937,338880,0,143.2723,29328,47888,0,2.3955,551,538,0
8099,003069040200300000006007301304010060500706009060050104408100600000008003020630500,0.0506,583,534,0,1.4561,336,381,0,0.1751,54,7,0
8100,008000500030801060700000008001050900000409000000302000020040010070906030300000006,3.6077,35680,35623,0,55.1341,11218,15904,0,0.6322,152,107,0
8101,080069100000000008000580300010097506020603070708240010001076000600000000007920060,1.4062,16865,16814,0,33.4321,7317,10184,0,0.2352,73,24,0
8102,000002000800000264652010003009003005004108700300500100700080329986000001000900000,0.1652,3300,3249,0,2.6992,1108,1612,0,0.1584,80,33,0
8103,000269000700010002020000080002493600003000400096000830080906010060030090007020300,0.0919,796,744,0,1.5840,390,456,0,1.2473,307,280,0
8104,010006090608010007090020100500000800070208010004000003007080060100070305030600040,0.0864,1497,1444,0,1.0874,436,609,0,0.2679,131,83,0
8105,900856007080000096000000401030008000000472000000300050203000000490000010800645002,2.2062,19338,19284,0,12.6546,2744,3969,0,0.2149,62,9,0
8106,000060000012000930908000406001070800807306201060000070100754003020000040500602008,0.2529,2526,2476,0,4.3016,986,1384,0,0.3187,93,45,0
8107,070009805600382900100000000008070206000806000207050400000000004005294008406500090,0.1363,1107,1056,0,1.7548,448,548,0,0.6077,175,130,0
8108,007000100030080040900102003108070302070000050500608007000409000802000705000000000,0.0856,872,817,0,0.9118,199,212,0,0.2846,73,19,0
8109,400080001600704003009106700050807030008000400042090850060030070900000005000402000,0.3011,2740,2688,0,3.9807,843,1169,0,0.3153,95,46,0
8110,790000068800000004000609000000952000020378040000000000005000800601000503300705006,2.5966,24654,24599,0,16.9775,3383,5355,0,0.1805,55,0,0
8111,800417006000000000040562030001000700072050980300000005907608104000070000005000300,1.6207,15127,15074,0,20.9888,4121,6731,0,0.6475,156,114,0
8112,000000000400050008082000370090702040007408600000000000600020007005601900200574001,4.6964,50291,50237,0,40.8113,8675,12758,0,0.2097,65,12,0
8113,007000600200000007010000030030504090400020006800193005005308900002000800000279000,1.2267,26523,26469,0,14.5600,5787,8800,0,0.2831,145,103,0
8114,700205009042000810030408060400000003009000700600801004090000040300090008000306000,0.0692,565,511,0,1.0214,239,267,0,0.2427,68,15,0
8115,600003800005040020000600019020800005000060000700005030380001000040080700002300001,1.8168,14769,14713,0,17.1301,3712,5230,0,0.4100,104,52,0
8116,050040100009005008300001090013902000700000006000507230030200007600300500008050060,0.0630,605,552,0,0.9091,206,229,0,0.4934,127,77,0
8117,008209000050006070000350002520000403003090100907000058700023000040900030000804700,0.2825,2843,2791,0,5.2630,1151,1478,0,0.1807,53,2,0
8118,000080602000706040003000050090610030007000400050049010010000300070504000804060000,0.2898,4782,4727,0,4.3955,1783,2573,0,1.1803,548,538,0
8119,750040000000008001089061000803070010090000040040090305000480120400600000000010094,1.5377,13322,13269,0,13.3166,2894,4299,0,1.8543,459,440,0
8120,100000050900060000200007064070350010000406000020091080480500007000010002090000005,0.0430,768,713,0,0.5009,213,235,0,0.1623,81,28,0
8121,100076090090000340007009006000000401000735000208000000800500900021000080050910002,2.6396,23313,23259,0,33.1590,7175,10330,0,1.6320,379,351,0
8122,000300000000200957780040600800060510010000020064010009002030075638005000000008000,0.7348,7356,7303,0,5.2678,1103,1553,0,0.4305,116,68,0
8123,600008305000900000802030700200050030008206500050010002007090106000007000309500008,0.2916,2822,2769,0,4.9778,1094,1438,0,0.7088,174,135,0
8124,000607000047030260030010070014000750900040002300090006001903800000000000500408007,0.3070,2679,2626,0,5.2357,1173,1441,0,0.2680,71,19,0
8125,000704000000050000700020001259000614100000003080010020010070050400000002005908100,16.0688,140347,140292,0,145.9730,38430,55705,0,1.2135,590,584,0
8126,060801030090070010100506007000000000040000070508020106200905001006040700050702060,4.2694,37872,37820,0,30.4302,6860,10266,0,1.2968,330,299,0
8127,642007500030500000500020630000600080010080050070005000059040006000001090003900148,0.1417,1313,1261,0,2.0674,455,611,0,0.5946,146,105,0
8128,600000000098006300053901060069200000010000070000004980020308650001700820000000009,0.1053,1001,948,0,1.5557,330,423,0,0.1820,53,0,0
8129,100060009007000300090080070401000507008906200020070060000407000600805002000692000,0.0085,159,106,0,0.1190,60,17,0,0.8521,386,358,0
8130,300040006000506000000302000720060093009000700060070050000000000106709302230000075,19.6791,163697,163643,0,57.2996,12568,18178,0,1.1431,298,256,0
8131,030842009900006008000000100003020400060080010005070900009000000200400001400719050,1.2258,11893,11839,0,4.2018,880,1220,0,0.3076,86,36,0
8132,000089004020050800000004067001800000240000098000007400360400000007020040800590000,6.1145,56406,56351,0,40.2476,8190,12137,0,0.5630,138,94,0
8133,602000801090203060000406000360000052008000400000070000005020300900000008080605010,4.3700,36664,36609,0,39.5743,8219,12478,0,1.6897,380,363,0
8134,037002000000070006004190503700000800098000640006000002803059100600010000000200390,0.7303,11903,11850,0,7.5921,3024,4340,0,0.8075,378,348,0
8135,100090030940300801080000000008005002620000094700200300000000040406007085070080003,0.4547,3896,3843,0,4.3890,953,1359,0,0.6035,154,109,0
8136,500800600302006005060090001000008700200307004008100000700030090900700508004002007,0.2005,3376,3323,0,1.9132,775,1134,0,0.3842,176,130,0
8137,003000400090000030100803006010080060009030800600507009006000700040261090020000040,5.3661,52845,52791,0,65.8703,13830,19987,0,5.4454,1297,1353,0
8138,300586004690040023800000007100302008000407000700809006000000000030020070580000069,0.0152,142,90,0,0.2898,71,46,0,0.1783,52,0,0
8139,010000090009000600008429300080040070407602109050010060000070000201060708800000006,1.0905,11679,11627,0,18.9660,3892,6204,0,0.3749,102,56,0
8140,504060307600000001080040060401070508000000000007000600005307800800604002906010703,2.9741,25218,25167,0,7.6863,1686,2360,0,1.0537,288,257,0
8141,000020000307090502029030740070000080600000004400356009004102800700809006000000000,0.1630,3006,2953,0,1.9790,849,1147,0,0.1361,72,20,0
8142,080075901700002500043000720000400080004000100060008000057000410001500007408910050,1.2992,10937,10886,0,9.3808,2108,3246,0,1.6321,427,405,0
8143,000050000000203007750086104078000900500060002004000370807620049600408000000070000,1.0382,10090,10038,0,7.9711,1751,2443,0,0.2437,67,17,0
8144,900301005000000000007060300010000020280104073000903000005208700090000080100407006,0.7960,8578,8524,0,5.1885,1091,1692,0,0.4186,121,72,0
8145,080103020002040100006205700001509300000407000000806000100000004920000057560000031,0.0147,317,265,0,0.2551,112,96,0,0.0923,52,0,0
8146,800010069602000700090006050003070000700204006000060900020600030008000601470090008,1.3904,12917,12864,0,7.7227,1599,2457,0,0.4028,111,61,0
8147,040007500000806001000020006060000803030501020108000070200070000800205000003400090,0.3323,3125,3070,0,3.4192,721,1063,0,1.4893,348,332,0
8148,070090020900020003000807000006302400830000057002709100000908000500060004090030060,2.9318,30683,30630,0,21.1445,4505,6314,0,0.2049,64,13,0
8149,000400007040079016700261000000000574000607000375000000000796008890140030600008000,0.1288,1174,1123,0,1.4981,337,430,0,0.4713,147,103,0
8150,002604700000108000000020000015203840080000030036000950008000300703902605000060000,0.5171,10138,10085,0,7.2928,2940,4028,0,0.3248,156,112,0
8151,030201090470008012000060000760000001004000800800000073000030000310500086040906030,4.4251,36296,36243,0,20.0474,4263,6544,0,1.6318,390,365,0
8152,300000007480000219060007500120040000000209000000050024006800030841000092700000001,0.7087,11349,11296,0,3.2127,1335,1867,0,0.2296,120,73,0
8153,070000030000570900950040700008700060021000890090004300003020019009016000010000080,0.6485,8158,8105,0,9.7714,2033,3142,0,0.9561,234,208,0
8154,080130040405060300003004010109000000000907000000000901020500700008040605040079030,0.7359,6376,6323,0,4.4240,957,1379,0,0.2561,75,26,0
8155,008600000400570900560004000200003068001000500890400002000700035009015007000006400,0.0590,642,589,0,1.2239,272,323,0,0.5806,142,96,0
8156,008030540900004000500800002010703600300040005005106030100005003000600007054080200,1.8168,16098,16046,0,21.0528,4701,6651,0,0.7236,199,154,0
8157,007040900000806000400372006902000503080000060050030040006000400000060000200901005,0.0068,131,76,0,0.1405,66,26,0,0.2087,99,48,0
8158,000040000090050010400903008050108030000070000910000075007000500500000003036205140,3.3227,29130,29076,0,22.0919,4769,7078,0,1.1541,294,263,0
8159,000836000040000080009700600400000209200010003807000005006008900050000010000561000,0.3586,3344,3288,0,4.5171,1043,1399,0,0.3281,86,33,0
8160,700805040008006057000030800004000010030090070010000300003060000490500600070304001,1.1871,9376,9322,0,9.6205,2153,2996,0,1.1923,297,262,0
8161,500602008602401503007000400030000010005000200700090006200508001000907000100000009,0.0148,258,204,0,0.1943,85,57,0,0.3778,173,128,0
8162,009000300000060000308010706006928500500607004090000030070401020003000400000090000,2.2152,20355,20300,0,25.5186,5530,7393,0,5.8559,1578,1652,0
8163,006000300500000004004703900000602000003409600900000008040070020600000003005104700,6.3714,59327,59271,0,68.9700,13974,20873,0,5.8972,1485,1539,0
8164,000830000000009504079000200004001009020040080300900600002000370705100000000076000,0.5583,5654,5598,0,8.3023,1681,2438,0,1.0070,234,197,0
8165,700900004010700060009046300004000031008030400150000200007690800020005040600004003,0.0678,670,618,0,1.3043,304,350,0,0.2883,82,34,0
