Puzzle ID,Puzzle String,Backtracking Time,Backtracking Nodes,Backtracking Backtracks,Backtracking Solved,Forward Checking Time,Forward Checking Nodes,Forward Checking Backtracks,Forward Checking Solved,MRV Time,MRV Nodes,MRV Backtracks,MRV Solved
0,080406090700090004009713800000040000090102060400000002000000000064000950900508003,3.4608,28934,28880,0,30.2323,6010,9177,0,2.0289,481,466,0
1,900200000010070002002000503020058030000103000080960040708000400100090020000004005,1.3314,14104,14049,0,31.4331,6575,9313,0,1.7341,434,411,0
2,000105000019000580005000400000040000000000000708000902900614007600308005030000010,134.6311,1138818,1138761,0,80.8140,16057,26478,0,0.1840,58,2,0
3,005460000000013500010009002046000008780020056900000310500100060007630000000075800,0.7162,7789,7737,0,12.4310,2645,3794,0,0.3586,102,54,0
4,037000508009500010460700000000800130000060000072005000000008065050007200201000970,0.0756,673,619,0,1.1645,255,311,0,0.2836,93,42,0
5,605000001010000370072001504004050000000906000000030700708400190023000050100000803,1.3572,12024,11971,0,11.4552,2373,3450,0,0.1768,55,3,0
6,250040080008501700000008001002006000010020040000900100800300000005607200030050097,0.8272,6979,6925,0,4.3889,930,1399,0,0.2883,87,36,0
7,000100006082059000060000390000007400600418003007300000095000060000590830700006000,2.5890,23383,23329,0,16.2961,3516,5139,0,1.1458,292,259,0
8,000408000008730400030015070403000085092000760680000103020840010007021600000607000,0.2219,2427,2378,0,3.8860,885,1116,0,0.2217,70,22,0
9,006000007002147090003900150000800010000010000090003000071008500050421700200000800,3.4407,28009,27955,0,27.8056,6228,8989,0,3.0034,798,793,0
10,016403000000008004000000086430800009009301400600009023590000000100600000000907350,1.0192,10352,10299,0,10.4144,2103,3280,0,0.1641,53,0,0
11,000000300063020910180400020000050700090104060004060000010005092036040570009000000,0.2508,3170,3117,0,2.6201,581,789,0,0.6644,175,128,0
12,950000012000070000000852000080503090005401700003000500030607080200000001060000040,0.8955,8547,8492,0,10.1293,2072,2932,0,0.3911,109,57,0
13,000000180070300050020085009000100000590204018000006000900620040050009030081000000,2.7149,24074,24019,0,17.5300,3778,5402,0,0.6157,162,113,0
14,000809000900060005060020090043000710000106000500080009004000900309000507720050081,1.5325,15685,15632,0,22.0365,4837,6929,0,1.2497,351,319,0
15,900800000040020050006007001030005100054090280002400090500600800060050070000008006,1.0726,9618,9564,0,15.2066,3333,4823,0,3.9683,964,997,0
16,090680000200031000800000007900500080003060900060004003700000004000840009000025010,7.1110,60241,60185,0,61.6617,12537,17389,0,0.9122,209,164,0
17,040000000002608009006050810050010030009302700020060090031020900200506100000000080,8.1865,74369,74316,0,107.3546,23213,32328,0,0.5313,131,85,0
18,200935001000000000050701060800000004003412700001000900790000043002000100000308000,0.2750,2655,2600,0,1.8358,391,497,0,0.4923,129,78,0
19,005090600000608100890000002050060030600205001040080070700000015009506000002010400,1.7118,15916,15863,0,24.1247,5284,7529,0,2.0530,547,537,0
20,070035006000706030080009000012000053004000100930000760000900070090104000800350010,0.3267,2862,2809,0,4.3088,959,1215,0,0.7068,173,130,0
21,290514000000790000040000700400000010078020940010000007006000050000068000000475063,1.6187,14835,14781,0,5.0257,1018,1463,0,1.4386,370,345,0
22,007800200040020080600005003002403009090060030100902700400200001070090060009004300,0.1256,1042,990,0,1.5814,390,440,0,1.5269,368,335,0
23,170400000090560210306001000050008000630000028000200050000600502013045060000002041,0.9385,7404,7353,0,11.0380,2617,3587,0,0.5005,141,98,0
24,400305008050090030310000054100000009005927600706000805000080000000704000001000500,0.2991,2105,2051,0,1.8009,388,505,0,1.0356,246,212,0
25,045000001600000300000400592020080004000604000300050080457009000001000003800000950,0.7975,7263,7208,0,10.3925,2266,3087,0,0.1998,66,12,0
26,600302005070000090504090203000020000900000004080561030001080900060000040000706000,3.1780,29129,29074,0,6.5541,1296,1928,0,0.4832,127,78,0
27,900000001102305407800000003008714600070000030000080000000000000006501300040608020,0.2020,1633,1578,0,2.6479,560,765,0,0.5667,138,91,0
28,300060002000010000208000103620000089000207000003000200800105007060879030050000040,0.4089,3823,3769,0,1.4488,311,400,0,0.4455,133,90,0
29,000040000800070005020809040060000020090000010500010006003000800000401000180060094,4.2810,36376,36319,0,38.8806,7917,12301,0,4.9999,1188,1216,0
30,020000080008000200050801090070605010500000007000904000400000009092080470800090006,4.1566,42255,42200,0,71.9350,14773,21244,0,1.0251,258,231,0
31,070000100008601004600030090060702010005000200020305040090080001100209600006000070,0.5252,4690,4637,0,5.6204,1230,1671,0,1.0815,283,244,0
32,070306090000000000209407605000000000600513008100000009060208040480000073000050000,0.4618,4190,4135,0,1.8121,367,507,0,0.1908,55,0,0
33,400030102003008000100900050020000400300010009008000060060001005000700900905060001,1.9662,18185,18129,0,26.0385,5124,7893,0,0.3372,86,34,0
34,500000003010908070000104000270000096800000004004507200350060047000080000002000900,0.4449,3923,3868,0,3.0152,625,837,0,1.0699,254,213,0
35,000310200000005900800090005604750000020000030000034602500060007007900000001047000,0.5709,6113,6058,0,11.5835,2299,3607,0,0.3426,97,44,0
36,000400000070009010091500300008045006000301000500860900009003840030100060000002000,3.2542,28555,28500,0,15.0292,3076,4328,0,1.2647,319,287,0
37,700004000003800000050700083600000108009060500107000009980006010000008600000100005,2.2119,20025,19969,0,33.6867,7053,10178,0,1.7626,431,432,0
38,003000000100509080540003010604020030070000040010080207080300026050102003000000100,0.4008,4714,4661,0,4.4825,956,1296,0,0.6437,178,137,0
39,096700000070410000000600300602041007150000038700890102005003000000084050000007240,0.4281,4387,4336,0,5.9201,1321,1829,0,0.2733,85,37,0
40,800104007076509810000000000095070120001050600040010030080607090000040000007000500,0.0390,347,294,0,0.3443,82,52,0,0.1872,53,0,0
41,030801050008506900050040080100080009000020000060309040780000015090000070002060400,1.6326,14063,14010,0,0.6403,153,151,0,0.1886,53,0,0
42,600900070005040200700300190000400300000020000008009000076008001003010700010005004,1.8507,15953,15897,0,16.8978,3484,5261,0,0.3612,96,43,0
43,000000900008203100690500070020060830000108000085020090060002087007609300003000000,0.0117,124,71,0,0.2540,65,25,0,0.6778,165,125,0
44,000060000080104020000703000461000275000000000098000340820309014007010500030000090,6.9568,63986,63933,0,19.4576,4182,6051,0,0.3561,99,49,0
45,401087005000001000080090200054006020190070046060900150008060070000100000600720904,0.1492,1486,1436,0,3.0840,698,925,0,0.5499,151,110,0
46,980300042106007003000001050029080001000619000800020460060400000300900605790006084,0.0282,238,190,0,0.4049,107,93,0,0.1496,48,0,0
47,020000004100040769700930052000000680000709000017000000680072001372090006400000070,0.1548,1275,1224,0,1.4533,361,414,0,0.4951,151,114,0
48,090004060040970500001060004008006000053000840000500600400080700005017080080300020,1.4569,12613,12560,0,20.4358,4492,6288,0,0.9858,242,209,0
49,308060204002000800040801060000090000061000370500000001070000030000504000009312700,0.2280,2062,2008,0,2.1103,441,602,0,0.4392,117,66,0
50,380200090701005000090800000240300000100000003000004072000006030000500706020009041,3.4069,26211,26156,0,15.5368,3208,5001,0,0.7312,176,129,0
51,300900006017800020000001080004000091000070000590000200030100000080006940400008003,3.6767,31715,31659,0,29.1757,6014,8839,0,4.1231,954,963,0
52,060708040010050070800901006008000400190030062700000003005000600070209080000060000,0.7534,6418,6364,0,5.5432,1124,1587,0,0.1853,54,0,0
53,300801007060030040014020830006000300500000004140000096000060000002587100000304000,0.8310,7314,7261,0,2.1619,424,610,0,0.2110,59,7,0
54,000060000003507600501090203008605100930000056000000000000108000106000802700040001,0.4922,4887,4833,0,10.0115,2119,2780,0,0.7897,196,151,0
55,000009700080050060507004900405903000090060010000701509004100208070030050001500000,0.1027,962,910,0,1.8533,408,488,0,1.4847,357,327,0
56,700002080020080000803006050002800004009020500300009600060400305000010090070200001,4.7600,46036,45982,0,75.2865,15455,22177,0,2.2018,537,516,0
57,000000000000157000005040200310000062007000500950000048072060490000030000001905800,3.3013,31279,31224,0,13.1707,2715,4090,0,0.7144,192,146,0
58,037080001400100060100004800000000200510090078002000000004700003090005004300060180,18.4900,155678,155624,0,68.2158,14980,21486,0,0.8247,207,162,0
59,000000000069000240705104908000809000006030800590000074002000500900060003080903020,0.2432,2840,2787,0,3.8686,831,1241,0,2.6715,729,716,0
60,800000003051000070000804010009020500000306000008040700040501000030000260600000009,2.8588,27676,27619,0,31.6874,6271,8900,0,0.1845,57,0,0
61,060207040000010000090803070607000102000000000230741098009000300100030004000906000,0.1230,1220,1166,0,1.4396,299,383,0,0.1833,54,0,0
62,030400960702090804940002070004000005090010020300000600070900086409080703083007040,0.1641,1473,1425,0,2.2492,520,700,0,0.4489,124,87,0
63,600504008000037400080060000850000004037000680400000072000020010001980000200401006,0.3126,2599,2546,0,3.0275,688,1005,0,0.5334,136,89,0
64,900000003020709010300504009000206000610040032002010800000000000094103650500000001,0.4289,4153,4100,0,4.9195,1008,1481,0,0.9514,229,190,0
65,400090002003708500010500090080000250500000006076000040020001030009203800300070005,0.0313,273,220,0,0.4577,118,93,0,0.2371,65,13,0
66,005000600960030012004000300020408030040593020008060500000907000100020007000106000,0.0310,394,341,0,0.8123,177,183,0,0.2591,69,17,0
67,007804000002037400090000087680050004070406050500020069720000010006270900000301700,0.2508,2182,2133,0,3.0851,729,966,0,0.1993,60,13,0
68,809003007040002630060000008580020000000801000000060084300000050014500090900200306,1.8746,15838,15785,0,15.0787,3151,5093,0,0.4499,145,98,0
69,000040097008000406040600020070001203000090000206500080060005010902000600150070000,0.0980,1126,1072,0,2.5678,531,718,0,0.1779,54,0,0
70,800020000930064001000900040080200059065000120210003070020006000600180035000070004,0.0334,301,250,0,0.6235,148,142,0,0.5398,145,98,0
71,010004700070003052204600100420000800000050000001000039009002604360500010007100020,0.0149,146,94,0,0.2177,58,15,0,0.1566,52,0,0
72,012000890400060001900000005090080040000907000001205300034000580000000000000638000,4.0840,36805,36749,0,29.5092,5668,8802,0,0.3670,93,43,0
73,900406003030807090000000000090601070013000840807090206001000900760000021000102000,1.3423,12624,12572,0,14.6028,3185,4621,0,1.4911,412,381,0
74,002090600906000105000000000005010900001020300000405000060203090080060020020807010,2.2472,23090,23035,0,44.5364,9263,12991,0,1.2120,291,258,0
75,080900260200007003600510000010000305008000400403000090000054002300200009052006070,0.9020,7710,7657,0,5.6217,1205,1746,0,0.4736,119,70,0
76,000000300050304700001800005804000009035010460100000807400009100009402070002000000,3.7831,37608,37554,0,20.3296,3976,6103,0,0.2156,69,16,0
77,020040090100000004400807005800506003706000201000108000000050000004000500300481002,0.2474,1999,1945,0,2.5802,545,736,0,0.6781,171,127,0
78,003900000490005001208001090102000040060080010080000902050700106800600079000009400,0.1309,1193,1141,0,1.8131,414,493,0,0.5934,191,147,0
79,040000090905000104700000005030020050007090200000806000004070600069405720200000008,0.2880,3132,3078,0,6.2704,1340,1772,0,1.4554,370,334,0
80,006500091900030600000800405800000700000705000007000004409001000003040009170002300,1.2317,10093,10038,0,13.2312,2939,4167,0,0.3006,91,42,0
81,000090000030805020405000608009201700200000006700000005500604009000107000304020501,1.1858,10188,10135,0,8.7555,1891,2935,0,0.2153,69,18,0
82,000000000006080100025000780000203000039070560600000008000010000008697200100428006,5.8417,59062,59008,0,50.4759,10752,15809,0,0.1784,57,4,0
83,025070130004106200800000009600000002040000010003402700010030020007010900000000000,0.1836,1589,1533,0,2.4064,486,651,0,0.3342,79,27,0
84,040000050038405620000108000009000300300000007051703460000090000004000100005306800,0.1037,883,829,0,0.6868,150,171,0,0.3712,95,43,0
85,096002700080000049100005006709040000000659000000030908900700004410000090007900360,0.5331,4363,4311,0,3.1604,732,972,0,0.5652,145,101,0
86,003405100000020000500306007600030001008102500700060002100000003040000090087000410,1.8726,17334,17280,0,26.5004,5487,8355,0,0.2651,71,19,0
87,000056000035000060060098205700100000049000810000009002608530040090000320000970000,7.0312,65029,64976,0,73.4594,15198,23438,0,2.9972,709,710,0
88,006000000750030810140680000500004102060000080801900004000019058018040097000000400,0.2334,2148,2097,0,3.7713,900,1206,0,0.7836,215,177,0
89,000962000005030800010000090000000000800000001047000950009010300306528409080603020,35.3018,321445,321392,0,7.4956,1555,2606,0,0.3150,90,40,0
90,010000050003200600002009001120005430000040000059300086800600900004002800060000070,0.3276,4187,4133,0,6.4435,1318,1831,0,0.5004,120,74,0
91,000000302320060498000000100000004039003205700170300000001000000982030047706000000,1.3246,12645,12592,0,24.1402,5193,6827,0,0.9733,245,202,0
92,000600020000000104900415000000900580109070206038002000000561003507000000040009000,0.5268,5753,5699,0,4.1324,835,1315,0,0.3757,110,61,0
93,000030000400000007000406000060020080003010400000807000028000730704209605001040200,17.0177,165819,165764,0,21.4686,4430,6914,0,0.1596,55,0,0
94,000702004050400800602000037000028609000000000206340000360000908007004010900803000,0.1328,1046,993,0,1.3797,349,405,0,0.7526,188,148,0
95,016008000038000607200000003020300010600020004050009020500000001109000860000100370,2.5818,21465,21411,0,10.5825,2197,3225,0,1.2652,339,317,0
96,406003000002010000700206009001000034500030007230000800600109008000040200000700903,1.3181,12606,12552,0,15.0073,3030,4748,0,3.7377,882,879,0
97,060070000307400000000062079100900650600728001039001002710280000000006107000030020,0.0631,775,725,0,1.4683,328,405,0,0.3671,115,73,0
98,250006010000050400900430600070000004500184006100000020003042001001060000020900043,0.2775,2437,2385,0,3.8563,882,1225,0,1.2052,320,293,0
99,050983000002000000301006800010092000700000002000750090003200107000000600000567020,3.3350,27797,27742,0,18.0028,3835,5976,0,0.7000,174,127,0
100,700000009004000100050201080000618000400000008600704003035000720040080030000402000,4.2364,37489,37434,0,46.3663,10043,14486,0,2.1297,476,486,0
101,010608050006002780002090001080700600000060000004003010700080100048900200030406090,0.2345,1946,1894,0,1.4111,346,441,0,0.4986,131,85,0
102,500407061700600000006000400800030027000205000260090005008000100000002003450803006,0.2620,2472,2419,0,3.4094,739,1018,0,1.0390,255,213,0
103,740000002026050041001000630000906000050080070000205000039000400470060820200000013,0.2956,2467,2415,0,3.0068,663,866,0,0.2872,87,37,0
104,900003010102800000003610020020040007009000400400030080010029300000001508090400002,4.7781,40636,40583,0,27.1554,5722,8611,0,1.4993,430,414,0
105,001070300800902001590000074008000500030000010050408090300204005000596000000030000,0.7491,6684,6630,0,6.4824,1305,1968,0,0.6691,166,118,0
106,030090500007420008100003040004000090860000027020000400040900002700062900009080010,0.0540,536,483,0,0.6090,133,135,0,0.5264,139,95,0
107,035007600010005083800300009790000800000030000003000046300004005640700090007100460,0.5383,4646,4594,0,6.5140,1399,2124,0,1.2293,306,280,0
108,800000007073000450050000010030807020000000000000351000009060700500040001012070560,1.8684,16508,16453,0,11.6214,2555,3615,0,0.1872,55,0,0
109,000005002900610034051000090010000008500829003300000040090000470720043001100700000,0.2658,2397,2345,0,4.1580,931,1292,0,0.7333,182,139,0
110,000700850950060070700502000006000201090040060801000700000605009030070025065004000,0.4261,3987,3935,0,2.8668,646,862,0,0.5328,140,96,0
111,060942050080153040000000000002080500007204900000060000005000600120000079040807030,0.3819,3286,3233,0,4.6771,998,1361,0,0.2657,88,39,0
112,036005002020600400840003100060034000000000000000820060008300075002007040600400920,3.5956,30083,30030,0,18.7193,3902,6531,0,0.9918,262,222,0
113,000900038010700060002600100405008900090070080003500706001006800040003090630007000,0.1121,1099,1047,0,1.3981,307,407,0,0.1827,54,3,0
114,200040805004002000300800090020304100400070002006501040070009006000200500102080007,0.7987,8023,7971,0,7.7935,1664,2468,0,0.6088,172,124,0
115,030000090500060001041000520850000017004000200190502086000901000000826000010000030,0.3512,4206,4153,0,4.4485,883,1413,0,0.2493,71,19,0
116,060000070701006008000083010046309000007020100000805340010260000200900401080000050,0.3859,3328,3276,0,1.3515,306,387,0,0.4734,120,77,0
117,100800000700005940000060000070608200004070600002904050000090000039200007000001005,1.9277,15619,15563,0,21.5542,4521,6012,0,2.2052,514,497,0
118,200900100600520000400006080708000000005040300000000705060200003000075009007003004,0.1501,1354,1298,0,1.8945,422,579,0,0.4089,113,61,0
119,002040600405026010036000200600003000080207060000500007001000940060930501004050700,0.8405,7668,7617,0,10.2634,2178,3104,0,0.8816,224,185,0
120,020870030300050000007002600000000012170000064830000000009700400000060009060084050,0.5686,5388,5333,0,4.7067,997,1287,0,0.4372,107,58,0
121,050230000002079006007008230014000005560000048200000610046300100300680400000047060,0.0928,879,830,0,1.3577,315,409,0,0.5755,159,120,0
122,300000004000090000020060080700204009430109078000080000600000007001743500050000040,3.7928,39878,39823,0,74.6151,15927,21003,0,3.5400,933,938,0
123,006001000910008060004000500000860050620050093030012000008000700070200089000100300,0.6460,6524,6470,0,7.2931,1537,2150,0,1.3949,335,299,0
124,000000000012076090000520407050040800600000009008090060307014000040830710000000000,0.2131,2072,2017,0,3.1052,640,876,0,0.4885,119,76,0
125,709000002060208070000100004010406930000050000056901020500004000040703050600000107,0.1076,976,924,0,1.6350,364,431,0,0.2507,69,18,0
126,060050070102806304009000200000901000000000000050472090600000009094000180080000020,0.9988,8308,8253,0,6.5038,1341,1993,0,0.5734,139,89,0
127,060108040000537000000000000790602084081000560300000009009000800600070001057060290,0.1342,1402,1350,0,1.1814,267,298,0,0.1822,55,4,0
128,007004000005800003002170090320507080000000000070201059050039700600008900000400600,0.2429,2212,2159,0,0.8782,190,211,0,0.6719,164,128,0
129,010603020030020090207000301060307040100040003000080000800409005620000019009000400,0.1211,1059,1007,0,1.1048,249,288,0,0.1670,52,0,0
130,073000580508000601601080309007000200000203000025010840000801000010020050002040900,0.2946,2489,2438,0,3.7373,815,1137,0,0.4595,115,72,0
131,500090003809306501000000000003602700000501000010709080602010408070000060008000300,1.4099,12473,12420,0,17.9027,3796,5562,0,0.5691,140,93,0
132,000060000460050087090000040000000000080000050504020901200000004700291006000306000,64.3502,594428,594371,0,197.2600,38165,65884,0,2.0945,485,463,0
133,020705608900600020000008000080000002009060700700000010000800000070003005104209070,1.7840,15515,15459,0,14.8393,2947,4603,0,1.0019,260,217,0
134,006000900190000038000000000085309760000000000700605002800020005300501007007000100,0.9138,8825,8769,0,14.7292,3094,4487,0,2.0516,490,464,0
135,002001090600000300090027004503040000007802600000070901700180030009000007050700400,0.2427,2542,2489,0,3.5551,778,1048,0,0.5574,146,102,0
136,040507090010040020709681504800060002000000000003070400400000009007050200050408060,5.5140,44868,44816,0,33.7731,7367,10891,0,3.4934,798,810,0
137,070002900402000500000600070800345090000000000030719002090003000005000103003400020,0.1894,1588,1533,0,2.3532,508,703,0,3.2470,808,806,0
138,000060000100400006000509080062800300970000028008007490030106000800004005000070000,3.8677,39618,39563,0,39.7184,8145,11522,0,0.3289,94,42,0
139,800000090000080051650007003500032008000000000400610002200300075730040000080000006,9.0178,76372,76317,0,21.9442,4436,6529,0,1.5750,382,352,0
140,000040000200080003000901000950000012402000806800010009000562000100000005509108604,10.7020,107665,107612,0,114.2933,24612,38009,0,6.0303,1565,1668,0
141,301904002000200600060005009506000018000000000870000206900400060005008000100607403,4.4812,37531,37478,0,14.4934,2957,4695,0,2.0163,471,446,0
142,600010004000090000030706010080931040300204009020000070070000060000000000960547038,0.7243,8224,8171,0,5.7839,1141,1809,0,0.2630,70,20,0
143,069508000400003850000040900006300008300090004900002100008030000031400002000107380,1.1986,9932,9880,0,15.9604,3548,5023,0,4.8241,1160,1210,0
144,040005071000700020703000400004300006006080500200006700007000208050007000920400060,0.9005,9044,8990,0,19.8078,3982,6072,0,2.2552,519,521,0
145,008923600000070000900000003492000768003704900000060000004000800160000045200000006,0.9781,8095,8041,0,11.9559,2593,3544,0,0.4276,119,70,0
146,000608000804703206010000030009070300020000080060304050500000003000000000007436900,0.6969,6261,6206,0,3.5307,717,984,0,0.2956,81,27,0
147,603000104000000000070000050390080027000040000008070600030602080080709010007000300,49.5424,439695,439639,0,408.4527,83570,126410,0,1.7684,421,396,0
148,000000000002369100004010300003621400090000010001000800700154006300706001010902050,2.8145,24580,24529,0,26.8913,6194,8697,0,0.3978,114,68,0
149,007000400060090020000603000000152000023000150001060700700209003010000070090070010,0.8988,8224,8169,0,11.4651,2475,3528,0,0.6648,162,117,0
150,000050008500001006610008030120007040300000005080200091030400059700800002200010000,0.3360,3281,3228,0,2.2949,504,685,0,0.3728,95,46,0
151,004150000090030000600007400072000080360000071040000520009200006000060050000019200,1.2142,11400,11345,0,14.6273,3008,4421,0,0.8525,224,188,0
152,049000700200650090000040030030100004501000207400005010010030000060029003005000640,0.2093,1760,1707,0,2.0407,455,614,0,1.1719,286,249,0
153,200000100010603207000010040800002500020409060005100002030060000507301020009000003,0.2548,2573,2520,0,3.4343,732,991,0,0.5289,141,95,0
154,500002007006700020000000906000003108080050040201900000702000000050004300300600009,2.3816,20696,20640,0,23.3154,4797,6844,0,1.6480,393,360,0
155,000000000018005290036020150020080000005104600000050040081090730059300410000000000,0.1693,1740,1687,0,3.2476,740,999,0,1.1055,260,222,0
156,001000900050308070370090052100080006002607100000040000000504000700020009030000020,0.2161,1970,1915,0,3.6742,765,1054,0,0.8393,204,160,0
157,800090002000000000300208005003000100000020000100957006008406200069070480040000060,43.5837,422760,422705,0,185.2136,37067,58901,0,0.7182,174,131,0
158,700200006060714020000065000078000059096000310350000280000530000080197030500006001,0.1663,1493,1444,0,2.1243,488,635,0,0.2361,70,22,0
159,000201000004000800071000320098020170150000036000000000000507000500010009030090010,0.6540,5334,5278,0,9.8254,2151,2947,0,1.5977,400,373,0
160,300000004009600050000014600048206005900000008600801420005320000030007500100000002,0.4589,4462,4409,0,5.2529,1133,1613,0,0.3031,94,44,0
161,000740030000005004400006807603000090080090060090000203907200006200600000040078000,9.8075,87844,87790,0,74.4942,15459,23434,0,3.5032,810,845,0
162,010000050000427000008000600000805000009000100082070430091000560800906003500030004,8.9770,82880,82826,0,29.9198,6070,9881,0,0.2081,62,9,0
163,046003000020700038000068009204000050001000700070000904100830000460007080000100520,0.5716,4849,4796,0,1.1583,258,320,0,0.1713,53,0,0
164,080000700904106080317000006000300504030050060405008000200000478090201603003000020,0.0721,700,650,0,0.7038,160,190,0,0.1811,59,10,0
165,010230400005008000300000075000900003530020046800004000480000002000400600002087010,0.5485,5196,5142,0,4.8844,1024,1564,0,0.8252,207,160,0
166,130090005007000002005360870000106700901070206006902000024039100500000900800020053,0.1684,1636,1588,0,2.4277,570,712,0,0.2568,75,30,0
167,000802007040003000000000850509000000308567901000000205064000000000900030200605000,2.6758,25933,25877,0,4.1404,855,1232,0,1.6320,382,371,0
168,000040060006002700042708000020000504090000010305000090000205680003100400050090000,5.6523,48866,48811,0,60.8446,12574,19029,0,7.1811,1766,1855,0
169,200000050010600800070900310000059020045000180060410000057003060001006070020000001,0.1278,1384,1331,0,2.3469,501,639,0,0.3911,105,56,0
170,003000400096010270200704003060080040100000007820607039000305000708000306000178000,0.0761,685,635,0,1.0042,228,287,0,0.3766,103,59,0
171,090003000001290008000650090100000540073080960054000002060048000400069800000500030,0.6739,6639,6587,0,3.6957,816,1127,0,0.8327,215,172,0
172,001090600080000010600400002000783400300604009002951000100009004070000060005060100,0.5564,5371,5318,0,7.7396,1771,2338,0,0.9495,247,214,0
173,820000605000200001901007800007060050000109000030040100002900406500004000304000029,0.1832,1595,1542,0,2.8339,639,853,0,1.3717,335,306,0
174,002409100010050040000671000000206000000080000504703809200060008601000703090000020,0.0109,114,61,0,0.2295,60,19,0,0.1675,53,0,0
175,103040000046039080200160000070004210000000000025800060000071008030480690000090401,0.0355,317,266,0,0.2811,71,39,0,0.8384,220,179,0
176,009000500580020047002010600007104300200000004050209060005040800060000070100608009,0.2908,2675,2623,0,5.3470,1237,1628,0,0.1710,52,0,0
177,390800007004003009000002038060400000800000005000005060470100000600300700500004013,2.6328,21549,21494,0,17.5615,3715,6212,0,0.6162,154,110,0
178,000000000000596000050218030000000000006000800023809540080605090064000750935000162,2.8310,27480,27429,0,17.1995,3343,6393,0,0.6293,162,123,0
179,090004000000070604024380700800000300067000480002000005001097540908030000000100030,0.3238,2918,2865,0,4.6048,972,1380,0,0.5038,132,86,0
180,050000006000030090000062730800000025060301040930000001043690000070020000200000050,0.7148,9751,9696,0,11.6850,2366,3569,0,0.4412,115,63,0
181,050000370300000008010008009000207000820090064000506000100700040400000002079000080,1.5779,13778,13722,0,10.3074,2157,3181,0,2.0647,482,461,0
182,001400020804060900060001047007000002040000010100000500980700050006030409010009200,0.3704,3410,3357,0,3.7405,818,1150,0,0.4467,117,67,0
183,005020600000804000080000020060000040820060059003080200000703000030090060207000401,4.0473,37312,37257,0,15.2251,3097,4811,0,0.5186,139,92,0
184,000830100000450000309002500004000051670000028820000300008900605000048000002075000,0.6435,6378,6325,0,11.4151,2444,3248,0,0.7440,187,148,0
185,800903005000108000600000007000302000270050018001000200000080000007000300520000079,0.5812,5523,5466,0,8.0309,1576,2482,0,0.2992,78,22,0
186,000007365010650000000002001031800000800070009000005680100700000000029030927500000,17.2567,146318,146264,0,111.4649,23293,36338,0,2.8076,666,679,0
187,002010070010903000008002003090080500005307100001060090200800700000406080080070600,0.3403,3350,3297,0,5.4812,1258,1658,0,1.7720,490,458,0
188,043000750000000000609080103080000040076000310300000007200605009000908000008401200,0.0943,934,880,0,0.9786,214,265,0,0.2038,58,5,0
189,040000007000008590015400030060039005007000900400850010090001370084200000600000020,0.8026,7439,7386,0,5.4453,1156,1581,0,0.3756,105,57,0
190,900120607006030000100005080009000002710080064300000100090400005000050300401063009,0.0642,606,554,0,0.8682,187,223,0,1.4784,365,335,0
191,200000008030902060005060200002000800300651004600809003000010000020000010490506082,1.5528,15121,15069,0,21.0684,4491,6573,0,0.3927,113,71,0
192,200904008000000000060030090000359000009000400500000002070103080001205300028607140,5.7559,53257,53204,0,46.0713,9957,15155,0,1.2756,364,342,0
193,000000230170500890680200000000409320000000000025803000000002073037005041019000000,0.4127,3567,3514,0,4.2260,910,1330,0,0.8819,227,181,0
194,760000980001003000800060100000650030040000020020094000006070008000900300037000095,4.3754,37503,37448,0,38.4862,8051,11986,0,0.3901,108,59,0
195,005000600200040003080007201000860000051000870000079000507300060800090004003000100,1.0299,9011,8956,0,6.2376,1299,1888,0,0.3029,80,26,0
196,030070500970134800800000000000200063004060200260003000000000002009385014001090080,0.3180,2547,2495,0,2.5704,599,776,0,0.2252,71,22,0
197,205830004060000130030000008000689002900702006500143000700000040058000090600075201,0.2315,1945,1896,0,2.0825,489,605,0,0.2040,62,15,0
198,601070004009300100050010062000701050703000609040609000190050070004007500500090401,0.0575,495,446,0,1.1045,292,321,0,0.4756,130,87,0
199,000070590030900028009502040000001006008000200200400000080307400340008050075040000,0.4001,3505,3452,0,5.3528,1155,1605,0,0.6384,159,119,0
200,000904000950000026402010907000106000000080000200403008067000130009307800320000079,0.2079,1841,1790,0,2.4343,586,789,0,0.3197,97,48,0
201,040000010000391000302000709800000005030000080006948300200809006008405900003706100,0.7814,7249,7198,0,5.9353,1339,2009,0,0.6325,177,134,0
202,030070004002300000000002379090010500800040006005090010268900000000001700100030060,0.7923,7066,7012,0,2.4652,539,727,0,0.2922,79,29,0
203,000400270000730510007006080600000029080040060970000005020100600036084000015002000,0.0530,493,441,0,1.0521,252,275,0,0.2038,59,8,0
204,800046300010250090000070005400000730009000100031000006500020000070094080006510003,1.4904,12556,12503,0,8.3274,1784,2670,0,1.0497,255,228,0
205,001000900007030500200809007009000800030902070100000004010020080800361009004000200,9.5806,83858,83804,0,131.8131,28272,41036,0,0.7214,194,155,0
206,905206701000000000000509000001070500000103000600000008008050400400080003012704860,2.8921,24671,24617,0,22.5428,4841,7591,0,0.1750,55,2,0
207,005200400067050090200900065000000508040030010702000000580009003020060980009004200,0.3075,2948,2896,0,5.3805,1154,1591,0,0.4133,119,73,0
208,000805000019000570530070041007020100000603000090000020000030000240000053980000014,0.5715,4603,4549,0,5.2470,1143,1530,0,0.6339,166,124,0
209,800000000047309006090040001038004000100000003000200150900070080200506310000000004,0.4455,4024,3969,0,4.4980,925,1363,0,0.7965,198,149,0
